NACA 0009
     1.000000    0.000945
     0.993235    0.001654
     0.980288    0.002994
     0.964802    0.004570
     0.948168    0.006230
     0.931165    0.007894
     0.914057    0.009534
     0.896916    0.011145
     0.879763    0.012726
     0.862602    0.014276
     0.845436    0.015795
     0.828265    0.017285
     0.811091    0.018746
     0.793914    0.020177
     0.776733    0.021579
     0.759551    0.022952
     0.742367    0.024295
     0.725182    0.025609
     0.707997    0.026892
     0.690812    0.028145
     0.673628    0.029367
     0.656445    0.030556
     0.639265    0.031712
     0.622086    0.032834
     0.604911    0.033921
     0.587740    0.034971
     0.570574    0.035983
     0.553413    0.036955
     0.536257    0.037885
     0.519109    0.038771
     0.501968    0.039612
     0.484836    0.040404
     0.467713    0.041145
     0.450601    0.041832
     0.433501    0.042463
     0.416414    0.043034
     0.399341    0.043541
     0.382284    0.043981
     0.365244    0.044349
     0.348225    0.044641
     0.331227    0.044853
     0.314254    0.044978
     0.297309    0.045012
     0.280395    0.044947
     0.263516    0.044777
     0.246678    0.044494
     0.229888    0.044089
     0.213152    0.043554
     0.196481    0.042876
     0.179887    0.042043
     0.163386    0.041042
     0.147002    0.039856
     0.130765    0.038466
     0.114720    0.036851
     0.098940    0.034986
     0.083546    0.032849
     0.068757    0.030427
     0.054956    0.027748
     0.042704    0.024909
     0.032507    0.022083
     0.024468    0.019419
     0.018279    0.016975
     0.013501    0.014730
     0.009764    0.012633
     0.006810    0.010632
     0.004475    0.008681
     0.002662    0.006742
     0.001329    0.004795
     0.000461    0.002841
     0.000048    0.000924
     0.000048   -0.000924
     0.000461   -0.002841
     0.001329   -0.004795
     0.002662   -0.006742
     0.004475   -0.008681
     0.006810   -0.010632
     0.009764   -0.012633
     0.013501   -0.014730
     0.018279   -0.016975
     0.024468   -0.019419
     0.032507   -0.022083
     0.042704   -0.024909
     0.054956   -0.027748
     0.068756   -0.030427
     0.083546   -0.032849
     0.098940   -0.034986
     0.114720   -0.036851
     0.130764   -0.038466
     0.147002   -0.039856
     0.163386   -0.041042
     0.179886   -0.042043
     0.196480   -0.042876
     0.213152   -0.043554
     0.229887   -0.044089
     0.246678   -0.044494
     0.263516   -0.044777
     0.280394   -0.044947
     0.297309   -0.045012
     0.314254   -0.044978
     0.331227   -0.044853
     0.348225   -0.044641
     0.365244   -0.044349
     0.382283   -0.043981
     0.399341   -0.043541
     0.416413   -0.043034
     0.433501   -0.042463
     0.450601   -0.041832
     0.467713   -0.041145
     0.484836   -0.040404
     0.501968   -0.039612
     0.519109   -0.038771
     0.536257   -0.037885
     0.553412   -0.036955
     0.570574   -0.035983
     0.587740   -0.034971
     0.604911   -0.033921
     0.622086   -0.032834
     0.639264   -0.031712
     0.656445   -0.030556
     0.673628   -0.029367
     0.690812   -0.028145
     0.707997   -0.026892
     0.725182   -0.025609
     0.742367   -0.024295
     0.759551   -0.022952
     0.776733   -0.021579
     0.793914   -0.020177
     0.811091   -0.018746
     0.828265   -0.017285
     0.845436   -0.015795
     0.862602   -0.014276
     0.879763   -0.012726
     0.896916   -0.011145
     0.914057   -0.009534
     0.931165   -0.007894
     0.948168   -0.006230
     0.964802   -0.004570
     0.980288   -0.002994
     0.993235   -0.001654
     1.000000   -0.000945
