-2.91 0.000 0.0152
-1.38 0.139 0.0113
0.15 0.288 0.0101
1.67 0.443 0.0112
3.23 0.599 0.0122
4.76 0.749 0.0185
6.27 0.893 0.0143
7.30 0.982 0.0168
8.32 1.059 0.0191
9.33 1.098 0.0265
10.34 1.115 0.0362
11.33 1.110 0.0484
