 -1.87  0.123  0.0354
 -0.85  0.219  0.0347
  0.16  0.312  0.0327
  1.18  0.402  0.0334
  2.20  0.479  0.0360
  3.21  0.536  0.0437
  4.22  0.575  0.0521
  5.23  0.615  0.0626
  6.24  0.681  0.0729
