  
       XFOIL         Version 6.8
  
 Calculated polar for: DAE-51 AIRFOIL                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =    .000     Re =      .150 e 6     Ncrit =   9.000
  
   alpha     CL        CD       CDp       CM    Top Xtr Bot Xtr
  ------- -------- --------- --------- -------- ------- -------
  -3.000    .1399    .01990    .01182   -.1145   .9243   .0572
  -2.500    .2105    .01779    .00969   -.1170   .9152   .0719
  -2.000    .2691    .01598    .00814   -.1175   .9016   .1246
  -1.000    .3731    .01304    .00755   -.1140   .8748  1.0000
   -.500    .4291    .01313    .00728   -.1135   .8602  1.0000
    .000    .4838    .01321    .00709   -.1127   .8452  1.0000
    .500    .5377    .01328    .00695   -.1117   .8295  1.0000
   1.000    .5911    .01337    .00688   -.1107   .8127  1.0000
   1.500    .6443    .01346    .00685   -.1096   .7948  1.0000
   2.000    .6977    .01352    .00682   -.1085   .7761  1.0000
   2.500    .7514    .01354    .00679   -.1074   .7569  1.0000
   3.000    .8055    .01352    .00671   -.1063   .7371  1.0000
   3.500    .8583    .01363    .00685   -.1052   .7137  1.0000
   4.000    .9117    .01366    .00686   -.1041   .6895  1.0000
   4.500    .9639    .01380    .00709   -.1029   .6615  1.0000
   5.000   1.0158    .01397    .00728   -.1017   .6308  1.0000
   5.500   1.0665    .01421    .00759   -.1002   .5954  1.0000
   6.000   1.1155    .01458    .00795   -.0985   .5535  1.0000
   6.500   1.1614    .01509    .00846   -.0964   .4992  1.0000
   7.000   1.2023    .01592    .00914   -.0937   .4269  1.0000
   7.500   1.2374    .01730    .01019   -.0905   .3332  1.0000
   8.000   1.2663    .01931    .01178   -.0867   .2373  1.0000
   8.500   1.2760    .02290    .01454   -.0808   .1150  1.0000
   9.000   1.2750    .02672    .01805   -.0732   .0734  1.0000
   9.500   1.2773    .03018    .02155   -.0668   .0617  1.0000
  10.000   1.2895    .03329    .02488   -.0621   .0555  1.0000
