 -3.91  0.061  0.0148
 -2.38  0.219  0.0117
 -0.83  0.358  0.0099
  0.70  0.521  0.0116
  2.21  0.676  0.0127
  3.74  0.828  0.0144
  5.28  0.968  0.0161
  6.80  1.095  0.0182
  8.35  1.212  0.0222
  9.84  1.278  0.0317
 11.34  1.286  0.0471
 12.85  1.259  0.0689
