-4.48 -0.144 0.0317
-2.87 0.062 0.0196
-1.05 0.316 0.0186
0.26 0.440 0.0154
1.69 0.556 0.0144
3.23 0.690 0.0172
4.86 0.826 0.0211
6.27 0.947 0.0239
7.85 1.062 0.0295
9.51 1.161 0.0357
10.93 1.223 0.0429
12.34 1.257 0.0509
