-3.98 -0.114 0.0291
-2.41 0.103 0.0217
-0.85 0.308 0.0160
0.69 0.456 0.0135
2.21 0.612 0.0140
3.75 0.765 0.0167
5.28 0.907 0.0180
6.81 1.044 0.0184
8.34 1.161 0.0222
9.86 1.260 0.0261
11.34 1.248 0.0309
12.85 1.203 0.0555
