-5.98 -0.388 0.0237
-4.99 -0.322 0.0183
-3.96 -0.248 0.0145
-2.95 -0.161 0.0132
-1.92 -0.035 0.0138
-0.89 0.144 0.0151
0.16 0.249 0.0169
1.17 0.341 0.0177
2.19 0.429 0.0180
3.21 0.519 0.0180
4.22 0.611 0.0170
5.25 0.704 0.0176
6.26 0.788 0.0174
7.27 0.863 0.0206
8.29 0.921 0.0289
9.30 0.960 0.0374
