-5.99 -0.417 0.0195
-4.97 -0.331 0.0155
-3.95 -0.194 0.0137
-2.93 -0.067 0.0127
-1.90 0.036 0.0110
-0.87 0.167 0.0108
0.16 0.283 0.0107
1.17 0.375 0.0110
2.19 0.469 0.0115
3.22 0.563 0.0118
4.23 0.648 0.0126
5.26 0.730 0.0144
6.27 0.814 0.0163
7.29 0.896 0.0182
8.31 0.974 0.0204
9.32 1.049 0.0217
10.33 1.110 0.0338
11.34 1.141 0.0273
12.34 1.131 0.0333
13.34 1.101 0.0420
