 -1.88  0.075  0.0321
 -0.87  0.172  0.0252
  0.16  0.269  0.0231
  1.18  0.362  0.0212
  2.20  0.468  0.0196
  3.22  0.558  0.0209
  4.23  0.643  0.0221
  5.26  0.730  0.0238
  6.27  0.825  0.0240
  7.30  0.922  0.0255
  8.32  1.009  0.0268
  9.34  1.093  0.0274
 10.35  1.176  0.0282
 11.38  1.256  0.0299
 12.39  1.329  0.0327
 13.39  1.393  0.0340
 14.41  1.437  0.0380
 15.40  1.419  0.0593
