 -2.89  0.111  0.0194
 -1.85  0.244  0.0161
 -0.84  0.362  0.0159
  0.19  0.479  0.0148
  1.22  0.570  0.0148
  2.24  0.663  0.0152
  3.26  0.753  0.0159
  4.27  0.844  0.0176
  5.30  0.927  0.0186
  6.31  1.011  0.0217
  7.33  1.091  0.0235
  8.34  1.177  0.0241
  9.36  1.250  0.0280
 10.38  1.281  0.0334
 11.38  1.304  0.0382
