  
       XFOIL         Version 6.8
  
 Calculated polar for: RG 15A-1,8-11,0                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =    .000     Re =      .200 e 6     Ncrit =   9.000
  
   alpha     CL        CD       CDp       CM    Top Xtr Bot Xtr
  ------- -------- --------- --------- -------- ------- -------
  -2.000   -.0176    .01123    .00605   -.0509   .9313   .7648
  -1.500    .0466    .01103    .00587   -.0513   .9150   .8045
  -1.000    .1093    .01078    .00561   -.0512   .8981   .8370
   -.500    .1685    .01052    .00532   -.0505   .8788   .8663
    .000    .2224    .01029    .00503   -.0487   .8552   .8933
    .500    .2762    .01010    .00479   -.0468   .8289   .9185
   1.000    .3409    .00998    .00458   -.0475   .8012   .9414
   1.500    .4135    .00993    .00444   -.0504   .7676   .9612
   2.000    .4852    .00965    .00399   -.0536   .7321   .9906
   2.500    .5726    .00984    .00407   -.0602   .6880   .9980
   3.000    .6233    .01004    .00416   -.0598   .6440  1.0000
   3.500    .6605    .01032    .00430   -.0567   .6000  1.0000
   4.000    .7014    .01072    .00454   -.0540   .5540  1.0000
   4.500    .7447    .01119    .00487   -.0516   .5038  1.0000
   5.000    .7881    .01177    .00530   -.0493   .4518  1.0000
   5.500    .8310    .01247    .00581   -.0470   .4010  1.0000
   6.000    .8745    .01321    .00646   -.0449   .3487  1.0000
   6.500    .9157    .01413    .00719   -.0425   .2961  1.0000
   7.000    .9551    .01520    .00802   -.0401   .2347  1.0000
   7.500    .9943    .01639    .00898   -.0378   .1775  1.0000
   8.000   1.0322    .01770    .01013   -.0354   .1357  1.0000
   8.500   1.0688    .01910    .01136   -.0330   .0981  1.0000
   9.000   1.1034    .02058    .01278   -.0302   .0735  1.0000
